rollout_id,pair_id,condition,benchmark_task_id,init_state_index,period,start_index,target_index,commanded_h10_raw_mse,executed_h10_raw_mse,no_action_h10_raw_mse,persistence_h10_raw_mse
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,post,70,80,0.563157320022583,0.5647199153900146,0.5418504476547241,0.6870559453964233
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,post,71,81,0.5922768115997314,0.5846689939498901,0.555381178855896,0.5676504373550415
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,post,72,82,0.5643056631088257,0.5487948656082153,0.5342234969139099,0.6050777435302734
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,post,73,83,0.5886666178703308,0.574836015701294,0.5377193689346313,0.5044232606887817
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,post,74,84,0.5666823387145996,0.5579488277435303,0.5033549666404724,0.5064419507980347
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,post,75,85,0.5136212706565857,0.4953858256340027,0.4768144488334656,0.44399595260620117
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,post,76,86,0.5035117864608765,0.49066346883773804,0.4802473783493042,0.418323278427124
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,post,77,87,0.5597584843635559,0.5542726516723633,0.5037366151809692,0.49219733476638794
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,post,78,88,0.5451022386550903,0.5288931727409363,0.4845845103263855,0.45257043838500977
task08-init11-motion_attenuation_0p5,task08-init11,motion_attenuation_0p5,8,11,post,79,89,0.626518964767456,0.6102830171585083,0.5658695101737976,0.49064749479293823
task08-init11-action_delay_3,task08-init11,action_delay_3,8,11,pre,10,20,0.66966313123703,0.66966313123703,0.6949629783630371,1.2241301536560059
task08-init11-action_delay_3,task08-init11,action_delay_3,8,11,pre,11,21,0.6923836469650269,0.6923836469650269,0.7090119123458862,1.1091049909591675
task08-init11-action_delay_3,task08-init11,action_delay_3,8,11,pre,12,22,0.5855908393859863,0.5855908393859863,0.5890562534332275,1.0962049961090088
task08-init11-action_delay_3,task08-init11,action_delay_3,8,11,pre,13,23,0.6472357511520386,0.6472357511520386,0.6390308737754822,1.0876519680023193
task08-init11-action_delay_3,task08-init11,action_delay_3,8,11,pre,14,24,0.6784650683403015,0.6784650683403015,0.6601699590682983,1.0324389934539795
task08-init11-action_delay_3,task08-init11,action_delay_3,8,11,pre,15,25,0.6312736868858337,0.6312736868858337,0.6603423953056335,1.1638963222503662
task08-init11-action_delay_3,task08-init11,action_delay_3,8,11,pre,16,26,0.7017337679862976,0.7017337679862976,0.7295076251029968,1.085233211517334
task08-init11-action_delay_3,task08-init11,action_delay_3,8,11,pre,17,27,0.6942659616470337,0.6942659616470337,0.7557961344718933,1.0993527173995972
task08-init11-action_delay_3,task08-init11,action_delay_3,8,11,pre,18,28,0.6988333463668823,0.6988333463668823,0.749447226524353,1.2561676502227783
task08-init11-action_delay_3,task08-init11,action_delay_3,8,11,pre,19,29,0.692839503288269,0.692839503288269,0.7512483596801758,1.0802539587020874
task08-init11-action_delay_3,task08-init11,action_delay_3,8,11,pre,20,30,0.6489171385765076,0.6489171385765076,0.7327483892440796,1.033380389213562
task08-init11-action_delay_3,task08-init11,action_delay_3,8,11,pre,21,31,0.6582568883895874,0.6582568883895874,0.7511901259422302,1.1055059432983398
task08-init11-action_delay_3,task08-init11,action_delay_3,8,11,pre,22,32,0.7216523885726929,0.7216523885726929,0.7681254148483276,0.9681040048599243
task08-init11-action_delay_3,task08-init11,action_delay_3,8,11,pre,23,33,0.7787485122680664,0.7787485122680664,0.8057805895805359,1.0060560703277588
task08-init11-action_delay_3,task08-init11,action_delay_3,8,11,pre,24,34,0.8384374380111694,0.8384374380111694,0.8373104929924011,1.0023398399353027
task08-init11-action_delay_3,task08-init11,action_delay_3,8,11,pre,25,35,0.8888888359069824,0.8888888359069824,0.7993265986442566,0.9610893130302429
task08-init11-action_delay_3,task08-init11,action_delay_3,8,11,pre,26,36,0.8429737091064453,0.8429737091064453,0.7645071744918823,0.9011024236679077
task08-init11-action_delay_3,task08-init11,action_delay_3,8,11,pre,27,37,0.8407138586044312,0.8407138586044312,0.7957905530929565,0.8641058802604675
task08-init11-action_delay_3,task08-init11,action_delay_3,8,11,pre,28,38,0.7947370409965515,0.7947370409965515,0.7834844589233398,0.7978314161300659
task08-init11-action_delay_3,task08-init11,action_delay_3,8,11,pre,29,39,0.7744216918945312,0.7744216918945312,0.7246677279472351,0.8384987711906433
